,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,-277.7227478,102.513855,-20.80951881,59.58753586,-25.91223145,3.681694746,-29.20776367,-22.97680855,-33.7406311,-8.544650078,-1.614134789,-3.453988075,-6.052960396,-2.117600679,-11.94081593,-9.403409004,6.71612072,-10.43001366,5.419931889,-5.233101845
21,-317.9593506,130.7370453,-4.599301815,24.76635361,7.229239464,-40.48948288,-10.14658546,-10.27695847,-20.02978897,-24.80382156,-11.95706177,-18.09376335,-16.38245964,-12.39934826,-0.36934188,-6.535737514,-4.659672737,-2.360044718,-5.916422844,-1.876431584
22,-209.6730291,54.85578296,14.95524802,13.26903327,2.509153612,-17.84423684,-13.3386928,-10.8244623,-16.31615654,-17.65077017,-11.31426087,-12.87322192,-12.91648315,-7.491579071,-3.287032427,-3.261057368,-1.267502919,-0.641654584,-1.173212292,-2.425826522
23,-373.039032,126.9315109,-13.22796154,26.52199364,-5.469556332,-41.29768753,-8.032657623,-11.03710175,-27.9973011,-27.22332001,-12.72279453,-19.01913643,-16.73670387,-7.812358856,0.152547315,-7.611085892,-1.655209541,-5.636230469,-4.698178768,-7.883846283
24,-270.2917175,121.9863052,-27.20957756,65.66330719,-0.637619734,-21.79408455,9.174610138,-0.419449121,-14.00430202,0.896674216,4.104855537,-10.74508667,1.979816794,-3.70872426,-5.100422382,-1.335416317,-5.633354664,-5.221830368,-8.290682793,-6.148112774
25,-167.1301518,56.70951577,2.041537064,37.56642821,6.539266734,-15.66112645,5.899079213,-0.193877346,-9.77633174,1.332732686,0.700198542,-6.331239248,-0.560475045,-1.562458301,-4.746648235,-1.214100162,-3.299987959,-5.960565227,-5.709392495,-5.217590401
26,-301.1897583,107.1679916,-23.39048386,63.05509186,-7.289607048,-19.36949158,12.53049088,-5.131581306,-12.49490833,5.463996887,-1.067329764,-10.20580482,3.238196373,-6.488988876,-4.354591846,-3.225309849,-8.388705254,-6.990766525,-9.07815361,-6.001029968
27,-238.3461761,120.4901428,-70.67516327,73.99330139,4.011431694,-23.59129906,2.534103632,2.197695732,-8.425429344,-4.149820805,10.08391571,-7.921583176,4.373699665,0.971351266,-10.27446365,-3.106143236,-4.909965038,-6.275602341,-9.341917038,-7.501714706
28,-143.0176017,47.30327263,-12.62717972,36.86661399,15.60263044,-19.35596213,2.074726654,4.863997829,-9.382992975,-0.231395269,5.124867013,-3.403433787,0.296079457,1.555447529,-7.584020936,-4.430783304,-1.817055419,-6.670159212,-6.674684813,-5.357851123
29,-267.5342102,107.5073242,-61.56165314,77.43783569,-1.758487105,-25.93949127,4.59014225,-1.217283607,-9.438597679,0.624501407,6.33039999,-8.255039215,5.786114216,-4.807470322,-12.0374136,-2.114580154,-7.365011215,-10.21716118,-10.49591064,-8.41563797
30,-252.438858,106.9725113,-9.430716515,87.32433319,-34.86571121,26.72389412,-31.87399864,-25.4006691,10.1757679,-18.43595505,-17.87848854,1.659157634,3.261609316,-17.81992531,10.12780666,-3.214805126,-16.62753677,-5.541378975,-5.26432848,-2.775223732
31,-99.97059792,29.55482188,16.00089284,19.82360602,-3.487246296,1.154969906,-6.879383859,-12.37418528,-2.850179018,-10.69948033,-9.365497417,0.842300169,-3.263784507,-5.67398824,0.873556358,-3.463719221,-6.452855096,-3.1816122,-3.521971496,-1.2927315
32,-296.7807312,97.1716156,-4.834050655,77.25894165,-37.27877426,21.57825851,-41.1505661,-18.54680252,6.695376396,-24.48586082,-16.57341766,6.148656368,-3.61269784,-16.90180206,12.16627026,-13.71705914,-17.12526894,-3.007383108,-2.555981636,-0.175080866
33,-286.3759155,98.88506317,10.21757984,47.87387848,-15.68260384,-4.550045013,-11.2476759,6.522454739,-14.6904211,-23.01332664,-5.710760593,-0.806304216,-3.091492176,-11.87398815,-0.388543844,-10.75432873,-1.061854005,-8.185381889,-8.67249012,0.162154183
34,-103.9494293,31.61260053,19.53959507,16.17226725,0.393920572,-2.752772759,-5.959217932,-3.858557772,-7.342969864,-10.86531318,-5.175944126,-4.374585021,-5.641895384,-4.640805187,-3.979972026,-5.479995961,-4.270739125,-4.680761852,-5.86845376,-5.018681722
35,-328.2059021,94.21008301,12.75598431,46.11171722,-20.58592224,-4.217725277,-13.11736965,6.085053444,-20.80630493,-21.48242569,-4.801587105,-2.790424824,-7.388157368,-10.29894257,-1.670029998,-12.27293301,-1.043076277,-14.43825912,-5.520610332,-3.168911219
36,-188.062561,110.9073334,-36.55498886,43.33329391,-55.56382751,-7.937142372,-15.47949028,-15.4829092,-26.34347153,-23.09859467,-8.745829582,-16.68882751,-0.210145265,-13.96360874,-4.275144577,-2.958595276,-7.923379421,-5.269591331,0.03916809,1.662963152
37,-92.48431327,44.55655496,3.29138409,13.86155803,-21.12779547,-14.68748111,-6.423973552,-14.78711984,-17.63708116,-15.28309033,-9.629270189,-8.355461625,-2.882083712,-4.870623748,-4.316189583,-0.269972883,-3.898960103,-1.783386549,0.787795889,1.76138352
38,-238.1316223,100.6438522,-32.15859222,38.79802704,-60.79746246,-5.150438786,-19.6480484,-17.46685791,-29.93579674,-19.65501022,-9.803563118,-12.76540184,-0.425883323,-13.59109688,-0.097424522,-5.521134377,-6.531595707,-1.163231969,3.469579697,2.119099379
39,-315.2063293,103.2295837,-8.262914658,11.00746536,-14.62048054,-22.26352501,-15.56677341,-13.53574562,-1.029195309,-20.02115822,-20.66966248,-10.27260399,-30.78061676,-3.812859774,3.796272039,-4.297424316,-13.02416134,3.65675211,-7.040885925,-6.741784573
40,-126.8868042,21.65787966,6.129817557,-0.255793251,-3.809470892,-6.167640395,-5.697226521,-4.195755852,-2.762569545,-6.450421057,-7.384451015,-7.13968393,-8.569166998,-2.115884439,1.510555282,-0.197891004,-2.107863589,0.429136471,0.202846456,-1.720161406
41,-364.3464355,87.20256805,-8.674610138,4.976815224,-16.86166382,-21.94894981,-15.98141003,-12.14981556,-5.598345757,-23.81432343,-17.76463318,-15.04510593,-28.50856972,3.163665533,1.409871459,-7.503930092,-10.0506115,4.779131413,-10.53371525,-5.234921455
42,-262.9575806,116.9600067,-19.16212273,78.89532471,-8.505208015,-10.56422806,4.497583866,-5.139929771,-2.890151024,-2.814340353,-5.128796101,-11.75187397,3.977092266,-5.807630062,-5.172543526,-1.377482057,-8.029060364,-2.033008814,-5.311837196,-7.03071022
43,-110.3392568,36.80156877,13.37765638,28.0389749,6.195773873,-5.713471639,4.968168614,-2.060914878,-4.743942909,0.176563501,-5.544370983,-5.690185876,-0.067481861,-3.406696983,-4.363804153,-1.651804066,-3.969888952,-4.16487568,-4.107625993,-4.887188485
44,-306.5189819,123.0721817,-23.33298683,86.41834259,-23.51044273,-7.46914959,2.062594652,-7.670961857,-1.637784839,-0.947122395,-9.73687458,-9.702335358,6.790563583,-10.32018471,-2.513068199,-5.261667728,-8.083750725,-2.60970664,-8.699261665,-7.099036217
45,-307.8698425,96.03275299,1.517292738,62.31236267,0.454203576,19.2299118,-0.62868917,-2.191727877,-13.20968533,-7.214042187,-6.440310955,-19.31600571,-3.475804329,-5.539686203,-1.835657954,-5.724099159,-6.628925323,-5.00848484,-11.12298775,-6.437711239
46,-137.3791436,32.76976319,18.56012364,19.95720242,7.755333211,8.244391152,0.300541415,-4.569474543,-5.546384903,-7.456477857,-6.488096378,-7.715060569,-4.567097816,-3.541363764,-2.818099001,-2.539114398,-3.812357006,-4.211618858,-5.060134331,-5.419711062
47,-345.7644653,94.99812317,3.680679321,58.91679382,-7.603794098,16.3010273,-7.245378494,-4.74544096,-17.7123127,-8.745223999,-11.03326321,-20.08314705,0.345723838,-5.681665421,-1.000288725,-6.758827209,-4.282030106,-9.340818405,-9.712852478,-9.379211426
48,-251.6890106,61.76905441,12.31270981,62.03723526,-13.13280392,20.94686127,-47.36554337,19.86987114,-41.35562134,-15.54403591,-5.996655464,-10.51968765,-0.915621698,-6.866248131,3.940355539,-14.07547569,6.395271778,-12.80284786,-1.444515944,-10.29362297
49,-186.0671998,33.38791845,20.28035431,34.10523672,-1.220158803,10.17019428,-27.19732465,5.444872978,-28.87480721,-16.684752,-4.541938034,-10.77006778,-2.514494419,-4.35210569,2.072732141,-9.140482144,1.550786054,-8.324364853,-4.588937906,-6.986966593
50,-289.8269043,53.39451218,18.72309685,60.1727829,-11.66487217,16.26603508,-51.99744415,20.65033531,-54.03290558,-9.578527451,-11.71445942,-6.481574535,-2.663668394,-3.295475721,-1.691032648,-11.59960842,4.886929512,-14.40060329,0.386524707,-9.53417778
51,-307.8670959,98.02475739,-4.965064526,51.78317642,12.57362938,15.23726082,-4.982126236,4.207322121,-13.41366673,-13.48640633,-6.468902111,-14.31534481,-8.575489044,-9.725765228,-5.792896748,-8.810448647,-7.20168829,-4.725975037,-13.42500496,-4.116238117
52,-97.83818266,29.41921431,11.39677644,17.38082295,11.16360275,5.28317218,-1.171517499,-1.653894135,-4.675640421,-6.847863254,-4.15453993,-7.181263851,-6.106098347,-4.719835199,-4.486409055,-3.794044561,-3.709071882,-4.788620129,-5.558274492,-3.985078307
53,-344.2178955,89.61554718,-4.703415394,48.42728424,10.15369129,12.84017467,-9.504834175,0.958049297,-18.87174225,-11.99264812,-7.453114033,-16.98347664,-8.34188652,-11.64509487,-5.632843018,-9.282771111,-4.440198898,-7.858997822,-10.22327137,-3.179010391
54,-272.9631042,114.0354843,-14.83172798,82.82859802,-25.78619385,-2.720695496,-17.46512604,-16.53172874,2.85444808,-12.79796219,-11.4394598,-12.85228062,-1.955564141,-11.09642982,6.692146778,-0.478171527,-17.71461678,-3.210040808,-9.27146244,-3.904761791
55,-107.072489,32.4902134,15.84361333,20.77272452,-2.737798094,-6.500027906,-6.559729717,-12.92580238,-4.925153568,-7.063531546,-9.926844804,-2.817688842,-3.073458531,-3.572929814,1.761375879,-2.915532953,-5.692226291,-1.707316376,-4.543044492,-2.934276318
56,-320.7791138,103.0817108,-10.46843147,76.35774231,-31.77610588,-5.402752876,-21.12789726,-13.88618946,2.813067436,-14.87765598,-14.48809528,-10.61284256,-1.879069209,-6.690259457,9.710186958,-9.172257423,-16.25843048,-0.756342471,-8.135812759,0.659111142
57,-297.8868713,118.3475266,43.10076523,31.16716194,11.62806511,8.799160004,-21.75662041,-20.46482658,3.530430317,12.11560059,-10.74946308,0.946344137,-0.108531542,-4.016873837,0.881550968,-2.767615795,-8.722841263,-6.972345829,-7.581079006,-2.610093594
58,-101.8331535,35.38529467,23.51049251,14.02210865,7.022089822,1.093277788,-9.852532344,-11.22960154,-4.857155784,-1.601984739,-2.316217326,-1.756602827,-1.188821804,0.290391193,-0.895508098,-2.833307817,-4.707811822,-4.539995242,-4.709397694,-4.045676517
59,-350.5343628,125.2416382,37.10474396,25.51370621,6.798150063,8.16295433,-31.17164421,-21.00109673,6.745949745,9.767420769,-13.86264133,5.978359699,-2.917247057,-3.489333153,1.011123538,-4.652255058,-11.02807236,-7.828034401,-6.671475887,-3.353496075
60,-305.109314,108.1956558,2.281722784,70.66661072,-36.55189514,18.53742218,-19.68980598,-32.05055237,-5.100223064,-12.13109684,-13.4800806,-16.43815422,-1.347186208,-6.169893742,3.093745232,-5.193485737,-10.27279854,-0.524284899,-5.545545101,-2.770410776
61,-190.1786959,43.51545648,22.64812091,25.32176136,-7.812811125,3.896527632,-7.869785554,-20.15334035,-7.035574374,-9.688640986,-13.04719849,-8.044099171,-3.480312619,-3.589187502,0.491105277,-3.578152596,-5.634090039,-1.843480647,-5.129293283,-3.580221811
62,-364.4573975,102.4079971,1.75658524,74.55354309,-42.87103653,23.82873344,-33.14712524,-26.57833862,-5.405539989,-11.78025532,-14.65803432,-12.13594437,1.987207055,-6.123792171,3.986810923,-11.85117149,-6.168424606,-0.039179146,-5.42550087,-0.52150923
63,-390.7947693,111.5153198,11.01730537,-8.71903801,-2.579286098,2.871949434,-1.388217449,-5.11527586,7.561915874,-3.130403519,0.697520494,3.292349577,-7.956584454,-2.188207388,-5.691093922,-1.223384738,-10.46980381,1.150165915,-7.058636665,2.577878952
64,-169.8983686,26.03970507,13.09420525,2.153494354,-2.255551903,-0.428107388,0.276619018,0.106060946,-0.166172568,-2.744591984,-1.802838238,-0.257855929,-0.957160195,-1.270424981,-1.976774305,-3.320796877,-2.959529919,-2.375490687,-1.771530822,-1.984299058
65,-451.3947449,112.0867691,7.542150974,-10.97518921,-5.030128479,1.681828499,-2.213522673,-2.960987568,3.978575706,-5.498844624,1.030149817,-1.27338624,-9.408577919,-4.071118355,-4.393166542,-4.851917267,-8.707831383,-0.304209173,-5.053398132,-0.00591295
66,-301.141449,111.0207367,-5.713181496,20.01304817,-0.674886763,-29.01914215,-11.37726688,-13.64334488,-18.66102409,-14.52534008,-21.95329857,-17.44582367,-7.962903976,-6.526819229,-11.14862061,-1.202473521,-13.49034309,8.436691284,-5.866010666,-0.124175131
67,-184.3351003,40.80548762,12.11047442,6.958310962,0.363587152,-13.93655028,-10.40496098,-10.64518017,-12.30426107,-11.72589003,-13.12126515,-11.33178569,-7.073589827,-4.001381192,-5.842394857,-2.160520628,-2.876716467,3.000906504,-0.448182124,0.297340239
68,-352.6830444,103.7747726,-6.365745068,16.56874084,-3.999461174,-32.36151123,-12.83631325,-15.65630817,-19.06074905,-16.90944672,-23.22130394,-13.68750858,-5.612405777,-8.704644203,-8.849428177,-3.240191698,-9.343241692,8.878905296,-9.874827385,-1.507323146
69,-221.7736969,90.52384186,-32.76063919,38.98102951,-51.9621582,9.897818565,-23.86875916,-25.08592224,-23.90528297,-17.45391464,-4.621921062,-15.77046013,-6.908274174,-14.78197384,2.227794409,3.111732721,-4.449158669,-3.984377861,2.962705612,0.380986661
70,-91.56480905,30.24897136,-2.945529262,10.33256264,-13.49822137,-0.503307733,-9.825847976,-20.95351906,-15.11675197,-12.01882448,-4.403026475,-7.929550781,-7.194858271,-5.441789699,-0.017757709,4.102365428,-2.074805087,0.992247156,2.261147497,1.122193259
71,-277.268219,82.32287598,-31.09261513,34.74412537,-53.34324646,11.5334444,-29.08862686,-23.39415359,-25.26601219,-13.9721899,-7.392745495,-16.0939064,-9.123846054,-12.85154629,7.023462772,0.878515303,-5.39815712,-1.791295171,2.262357712,-1.808155894
72,-217.5621033,85.49243164,-4.910274506,50.05665588,-31.43344879,20.1846199,-31.2381382,-7.452768326,-32.85745621,-7.125109673,-11.07972431,-10.11135483,-1.206686497,2.086979389,5.521015167,-21.04655647,12.45169067,-12.58408737,-5.754968643,-0.43838805
73,-118.0382613,33.65241648,11.78233566,19.0607726,-6.143128987,0.494758308,-14.79084568,-13.16508407,-16.8186762,-10.70068893,-7.89050415,-7.785403843,-2.82680974,2.997436186,0.057080772,-8.414519157,5.314005943,-5.875698617,-7.18648298,1.194055249
74,-260.2367554,73.99536896,2.472532034,43.14771271,-31.22207832,14.1378336,-36.61647034,-9.735993385,-35.30358124,-2.929824829,-13.51824951,-5.282287121,-0.824111819,7.020642757,-4.052854061,-15.13840103,11.82958508,-20.98330879,-0.342479229,-1.221432924
75,-344.3776855,142.5704498,14.47562218,20.15288162,-13.98104191,27.50460243,-30.87866592,6.209939957,-3.263596296,-12.67629242,-10.68185043,-14.90531445,3.412115574,-6.095466137,6.267123699,-8.759048462,-3.838230371,-2.215352535,-7.293579102,-6.220110893
76,-140.2116114,36.88644976,18.78197022,8.336657289,2.4660197,4.041922856,-5.273670686,-3.278113956,-3.088717845,-6.706671074,-7.05566151,-6.910286414,-2.029958364,-1.545571656,-1.177937391,-3.443274116,-3.844052958,-3.363065829,-5.640953634,-5.065469993
77,-389.4395447,140.0036316,12.61028576,18.90163612,-13.0910368,27.20356941,-39.69088364,10.87687969,-9.823866844,-12.64988708,-14.94960976,-9.362498283,6.707440853,-5.223819256,3.542883158,-13.21329212,-1.038045645,-6.949629784,-8.215787888,-8.732470512
78,-252.5910034,118.4307327,-45.13499069,61.50217819,4.159698963,-16.81673813,7.436373711,4.859113693,-9.43026638,-3.971038818,9.270627975,-10.3804121,-1.000285745,-2.408835173,-12.78737354,-2.477237225,-4.837812424,-7.706441402,-4.602837563,-3.741986275
79,-226.8345999,97.09663251,-32.2897076,52.2611857,8.801574255,-16.33516494,7.663956976,4.972476177,-10.13630568,-2.64393889,7.052010525,-8.884196443,-1.366499732,-2.450602545,-11.73611909,-3.195588358,-4.371636807,-7.633737652,-4.418335344,-3.413886691
80,-307.0484924,118.7061157,-49.79998398,68.63755798,-4.013493538,-14.65756989,7.234148026,-0.788196027,-13.45207977,-1.657096386,7.092003822,-11.67650795,2.496629,-8.026157379,-13.77118301,-0.931626499,-5.92797327,-7.483647823,-3.820602417,-3.573849201
81,-308.8244934,108.8481293,-3.762384176,56.18431854,-3.828535557,10.20542049,-3.66341567,1.074151278,-15.80740261,-5.919079304,-2.304816723,-19.1027813,-1.783930898,-4.294548512,-6.146190643,-11.99270153,-5.690537453,-1.595643759,-13.68705273,-5.249880791
82,-116.4694198,35.74267029,14.69310155,13.14396382,1.826567754,2.368567899,1.939085958,-2.446577186,-6.69694543,-6.740552781,-4.421727739,-7.168753206,-3.606408721,-1.912758488,-5.424164661,-5.814947352,-4.343262322,-3.17110662,-4.804967582,-5.641884797
83,-339.4266357,100.89608,-3.426548004,51.74475861,-8.699326515,13.27245522,-6.211868286,-1.061357498,-18.47254753,-5.791961193,-6.046955585,-18.07763863,3.010057449,-6.698347092,-8.761935234,-13.05808163,-1.875584126,-6.06951189,-11.45215416,-6.622533321
84,-280.9155884,101.4513855,12.41513252,49.30473709,-13.75734234,-8.713975906,-20.65971375,10.143363,-6.897949219,-15.29755688,-6.034777641,-8.181734085,-4.922635078,-6.836091042,1.508623004,-15.58770847,-5.381799698,-6.059770584,-7.135742664,-2.817634344
85,-136.746827,41.54499671,19.59105483,16.93849366,-1.549570596,-6.842889094,-6.988091581,4.605652685,-0.488597592,-8.812226451,-5.279859258,-7.133518909,-6.583379809,-3.805468921,-2.931287596,-7.429909053,-5.488230934,-4.788769476,-7.024338092,-4.182950994
86,-318.359375,97.51713562,14.77153587,42.88428497,-16.7982769,-9.774757385,-19.02188301,14.73756313,-8.487633705,-14.91548347,-10.33100605,-8.829938889,-4.684272766,-4.739872456,-2.433781862,-17.84660721,-3.340266943,-10.22633553,-7.761389732,-5.344499111
87,-307.9844971,110.1636581,-4.839371681,36.75650406,-6.991189003,8.849351883,-5.069979668,6.242423058,-13.0482111,-16.87604141,-11.34824467,-17.02122688,6.375853539,-8.427678108,-5.354781151,-1.03076005,-9.08862114,-2.235582113,-8.189818382,-9.746630669
88,-118.2378689,38.34832745,16.70840014,10.17536578,1.823863475,3.257279463,3.450701124,-1.728631648,-8.217185299,-11.05889515,-8.672776554,-5.451572183,-2.596461468,-3.649772692,-2.889635019,-0.801226217,-3.377753992,-3.344141747,-3.920519531,-5.718903032
89,-361.0451965,111.736084,-7.539616585,35.09822845,-9.460199356,11.12647343,-4.999117374,6.658743858,-19.5573349,-15.57452393,-11.34725761,-11.24464512,7.75423336,-12.91472244,-1.874470592,-4.342558384,-8.062932968,-4.167966843,-11.18254566,-11.08640099
90,-320.1656189,115.8173904,3.898597717,43.59123993,-11.98615265,5.968326569,0.197152346,4.88952589,-15.97721481,-9.800150871,-4.761872292,-18.67291451,-0.862620771,-5.433252335,-3.368985176,-7.065216541,-7.451243877,-4.924658298,-9.974051476,-4.635571003
91,-115.0772439,36.09078731,16.10550119,12.62955554,4.564118124,2.218337617,2.088082754,-2.684347918,-8.263572727,-6.030168496,-4.649937523,-7.01994773,-4.810059293,-2.676198716,-3.273528823,-3.022412784,-3.552875501,-5.009577064,-5.519657,-3.808866264
92,-363.4282532,112.8533554,2.383769512,41.62632751,-18.6413517,8.523608208,-1.910815001,0.586290598,-18.84352875,-8.947283745,-9.267100334,-17.64188766,2.042691946,-6.27384901,-3.464186192,-9.019028664,-4.72596693,-7.318362236,-6.654161453,-4.797851563
93,-332.8106079,133.9707794,-1.670196772,20.63215065,-11.99839592,20.68646049,-35.68146133,4.465993881,-12.26621342,-11.50686169,-9.010113716,-11.21661282,6.186314106,-4.277082443,7.233794212,-14.81768322,-0.971798241,-5.626400471,-12.82482433,-5.344512939
94,-228.3040408,66.7699008,15.49788155,9.180492662,3.277079904,3.941778081,-14.7135303,-4.165032419,-5.575483503,-10.15935373,-9.570085577,-7.476918461,1.144568357,-1.473009141,-0.153481257,-6.79956,-5.208368684,-4.635841243,-9.132896326,-5.566507461
95,-364.4302673,131.7038422,-0.361099362,19.79746628,-10.13398743,16.63402748,-38.92235184,8.972790718,-17.75993729,-12.46606636,-14.01646805,-5.319727421,5.499218464,-4.827547073,1.672584176,-19.59845543,1.037437439,-11.30124378,-9.112129211,-5.583604813
96,-314.8503723,119.0777664,-6.506255627,2.977799654,3.162531137,9.065904617,-5.292944908,4.777184963,-1.401723504,-3.888754368,-12.99103832,-12.34760189,2.470767736,-3.257480383,-1.729779959,-11.16932583,-5.244951248,-3.407679558,-7.945117474,-4.65530777
97,-215.5193877,71.4891436,5.6377865,1.200903735,3.835287284,4.139789755,-1.624697125,1.287647703,0.079340166,-3.950616928,-10.89882119,-9.048772212,-0.112056679,-1.284991379,-2.883147977,-8.45520436,-5.808621249,-3.535499739,-5.594122852,-5.184865535
98,-377.0571899,124.4560928,-10.30109215,5.778137684,3.794346809,7.094615459,-7.338118553,5.028596401,-4.958714962,-7.406369209,-18.27533913,-8.296433449,3.979936123,-4.327570915,-3.834796429,-12.74689484,-2.195680618,-6.173051834,-8.743279457,-8.199781418
99,-253.1260681,83.23072815,27.31529999,69.27189636,-43.4626503,-3.965038538,-29.36474419,18.85301018,-31.72140121,-15.30609798,-0.640232742,-18.36911201,-4.687810421,-7.125542164,-2.858071566,-12.45577335,9.689325333,-17.41454887,-3.300883293,0.320835918
100,-134.7967502,31.21727456,22.7100777,25.195832,-5.830016729,-5.756414048,-12.48197912,-2.238077206,-16.01719288,-12.95390202,-3.409329679,-13.85132776,-5.89677648,-2.678864745,-6.262437624,-4.658210872,0.328923442,-7.932738423,-4.331863722,-0.216920924
